founder_location,education_level,funding_access,gender,patent_novelty,research_support,market_demand,competitor_density,team_experience,feasibility_label
1,1,0,0,28.0,73.0,48.0,14.0,89.0,1
1,0,0,1,79.0,26.0,88.0,36.0,46.0,1
0,1,0,1,68.0,87.0,37.0,37.0,34.0,0
0,1,1,1,70.0,71.0,84.0,35.0,56.0,1
1,1,0,0,79.0,44.0,76.0,58.0,77.0,1
1,1,0,1,89.0,22.0,31.0,30.0,24.0,0
1,0,0,0,56.0,44.0,68.0,10.0,92.0,0
0,1,0,1,50.0,52.0,74.0,67.0,26.0,0
0,0,0,1,60.0,11.0,61.0,88.0,60.0,0
0,0,0,0,81.0,65.0,94.0,64.0,29.0,0
1,0,0,1,77.0,86.0,67.0,90.0,81.0,1
0,0,0,0,33.0,60.0,40.0,35.0,45.0,0
1,0,0,1,55.0,63.0,39.0,93.0,87.0,0
0,0,1,1,55.0,25.0,88.0,34.0,43.0,0
1,0,1,0,98.0,27.0,84.0,86.0,97.0,1
1,1,0,0,27.0,16.0,49.0,42.0,60.0,0
1,1,0,1,45.0,54.0,46.0,98.0,84.0,0
0,0,0,0,55.0,45.0,97.0,81.0,36.0,0
0,0,0,0,67.0,50.0,34.0,78.0,43.0,0
0,0,0,1,47.0,51.0,89.0,15.0,46.0,0
1,0,0,1,87.0,16.0,52.0,32.0,26.0,0
1,0,0,1,81.0,24.0,75.0,39.0,92.0,1
1,0,0,0,99.0,69.0,81.0,87.0,31.0,0
1,0,0,0,95.0,49.0,39.0,63.0,22.0,0
1,1,1,0,99.0,92.0,75.0,96.0,98.0,1
0,0,1,0,70.0,46.0,57.0,20.0,29.0,0
1,0,0,1,61.0,75.0,72.0,40.0,52.0,1
1,0,0,1,48.0,64.0,55.0,15.0,65.0,0
0,0,1,0,29.0,86.0,84.0,20.0,78.0,1
1,0,1,1,58.0,89.0,77.0,86.0,71.0,1
0,1,0,1,20.0,65.0,58.0,21.0,25.0,0
0,0,0,1,58.0,53.0,56.0,75.0,21.0,0
1,0,0,1,40.0,66.0,47.0,62.0,48.0,0
0,1,0,1,84.0,15.0,89.0,45.0,59.0,0
1,1,0,0,34.0,41.0,98.0,26.0,80.0,1
0,1,0,0,23.0,83.0,50.0,37.0,87.0,0
0,0,0,1,79.0,27.0,53.0,31.0,87.0,0
0,1,0,0,80.0,77.0,32.0,16.0,48.0,0
0,0,1,1,39.0,82.0,91.0,24.0,81.0,1
1,0,0,1,29.0,16.0,31.0,20.0,79.0,0
0,0,0,1,53.0,17.0,95.0,33.0,60.0,0
1,0,0,1,67.0,73.0,71.0,76.0,84.0,1
1,0,0,1,52.0,16.0,63.0,39.0,83.0,0
1,0,1,1,80.0,50.0,71.0,79.0,98.0,1
1,1,0,1,29.0,49.0,49.0,75.0,82.0,0
1,1,0,0,73.0,12.0,97.0,70.0,67.0,1
0,1,1,1,84.0,26.0,74.0,87.0,39.0,1
0,0,0,0,96.0,75.0,71.0,50.0,56.0,0
0,1,1,1,20.0,88.0,76.0,91.0,83.0,1
1,0,0,1,24.0,61.0,34.0,60.0,24.0,0
0,1,0,1,99.0,31.0,78.0,53.0,53.0,1
1,0,0,1,34.0,13.0,66.0,22.0,58.0,0
1,1,0,1,47.0,15.0,63.0,99.0,86.0,0
0,0,1,1,42.0,47.0,99.0,21.0,81.0,1
1,1,1,0,36.0,35.0,47.0,91.0,43.0,0
0,1,0,1,32.0,20.0,48.0,18.0,22.0,0
0,0,0,1,33.0,99.0,69.0,94.0,90.0,0
1,0,1,1,30.0,26.0,46.0,57.0,86.0,0
1,1,1,1,47.0,97.0,89.0,58.0,98.0,1
1,0,0,0,61.0,40.0,71.0,62.0,69.0,0
1,1,0,1,80.0,86.0,94.0,65.0,48.0,1
0,0,0,1,83.0,44.0,82.0,49.0,93.0,0
1,0,1,1,50.0,25.0,36.0,33.0,51.0,0
1,0,0,0,92.0,88.0,34.0,81.0,58.0,0
1,0,0,1,29.0,27.0,53.0,42.0,28.0,0
0,1,1,1,27.0,71.0,57.0,32.0,33.0,1
1,0,0,0,40.0,36.0,91.0,86.0,87.0,0
0,0,0,1,96.0,44.0,46.0,63.0,83.0,0
0,0,0,1,78.0,54.0,49.0,62.0,39.0,0
1,0,0,1,69.0,44.0,32.0,58.0,47.0,0
0,1,0,1,88.0,37.0,66.0,87.0,33.0,0
1,1,0,1,89.0,18.0,44.0,87.0,63.0,0
1,0,0,1,49.0,85.0,80.0,89.0,96.0,1
0,1,0,1,36.0,24.0,77.0,58.0,58.0,0
1,1,1,0,94.0,30.0,37.0,69.0,47.0,1
1,0,1,0,39.0,61.0,42.0,99.0,83.0,0
1,1,0,1,67.0,44.0,77.0,99.0,51.0,1
1,0,0,1,92.0,60.0,32.0,74.0,28.0,0
1,0,0,0,21.0,92.0,94.0,41.0,47.0,0
1,1,0,1,56.0,64.0,60.0,88.0,36.0,0
1,0,0,1,20.0,96.0,55.0,30.0,96.0,1
0,1,0,0,23.0,86.0,85.0,27.0,74.0,0
1,1,0,1,73.0,53.0,63.0,69.0,29.0,1
0,0,0,0,44.0,74.0,38.0,22.0,99.0,0
1,1,0,1,22.0,97.0,91.0,33.0,25.0,1
1,0,0,1,28.0,89.0,42.0,39.0,67.0,0
0,0,0,1,95.0,34.0,98.0,11.0,94.0,1
1,1,0,0,93.0,96.0,70.0,92.0,86.0,1
1,1,0,1,53.0,56.0,30.0,34.0,60.0,0
0,0,1,1,62.0,89.0,76.0,59.0,98.0,1
1,0,1,1,93.0,65.0,33.0,23.0,79.0,1
1,1,0,0,41.0,47.0,92.0,15.0,96.0,1
0,1,0,1,89.0,20.0,81.0,85.0,61.0,0
1,1,0,1,21.0,76.0,39.0,93.0,90.0,0
0,0,0,1,85.0,24.0,57.0,96.0,47.0,0
1,0,0,1,51.0,10.0,35.0,39.0,32.0,0
1,0,1,1,35.0,16.0,56.0,39.0,34.0,0
1,1,0,1,95.0,10.0,41.0,47.0,55.0,1
1,0,1,0,20.0,58.0,91.0,67.0,34.0,0
1,0,0,1,91.0,82.0,81.0,50.0,94.0,1
1,1,0,0,67.0,38.0,77.0,66.0,75.0,1
0,0,1,1,69.0,35.0,96.0,45.0,23.0,0
1,1,0,0,32.0,96.0,75.0,73.0,71.0,1
0,1,0,1,34.0,54.0,44.0,25.0,29.0,0
1,1,0,0,72.0,80.0,65.0,97.0,64.0,1
0,0,0,1,63.0,21.0,43.0,87.0,48.0,0
0,0,1,1,27.0,41.0,32.0,99.0,72.0,0
0,1,0,0,93.0,29.0,96.0,81.0,48.0,0
1,1,1,0,65.0,60.0,48.0,23.0,42.0,1
0,1,1,0,88.0,90.0,83.0,40.0,76.0,1
1,0,1,1,38.0,45.0,98.0,75.0,69.0,1
0,1,0,1,57.0,76.0,39.0,77.0,40.0,0
0,1,0,1,30.0,10.0,62.0,74.0,62.0,0
1,1,1,0,62.0,36.0,42.0,64.0,29.0,0
1,1,0,1,39.0,49.0,80.0,93.0,95.0,1
0,1,0,1,39.0,93.0,61.0,87.0,49.0,0
1,1,0,1,40.0,23.0,53.0,49.0,70.0,0
1,0,0,1,76.0,78.0,64.0,34.0,52.0,1
1,0,0,0,69.0,96.0,99.0,34.0,37.0,1
0,0,0,0,93.0,88.0,69.0,12.0,97.0,1
0,0,0,0,45.0,15.0,83.0,78.0,41.0,0
1,0,1,0,49.0,42.0,73.0,35.0,83.0,1
0,0,0,0,92.0,64.0,91.0,49.0,40.0,0
1,0,1,0,50.0,28.0,97.0,47.0,20.0,0
1,0,0,1,61.0,86.0,62.0,47.0,34.0,0
1,1,1,1,87.0,38.0,85.0,77.0,55.0,1
1,1,0,1,80.0,70.0,65.0,16.0,66.0,1
1,0,1,1,80.0,79.0,83.0,39.0,73.0,1
0,1,0,1,89.0,88.0,48.0,28.0,51.0,1
1,0,1,0,97.0,89.0,72.0,44.0,77.0,1
1,0,0,1,87.0,33.0,41.0,42.0,65.0,0
1,0,1,0,36.0,32.0,40.0,42.0,73.0,0
1,0,1,1,38.0,19.0,99.0,87.0,52.0,1
1,1,0,1,70.0,63.0,41.0,47.0,58.0,1
1,1,0,1,89.0,50.0,70.0,19.0,42.0,1
1,0,1,0,82.0,58.0,54.0,66.0,62.0,1
1,0,0,0,94.0,26.0,32.0,37.0,74.0,0
1,0,1,1,99.0,65.0,32.0,87.0,21.0,1
1,0,0,0,49.0,54.0,57.0,47.0,85.0,0
0,0,0,1,44.0,39.0,52.0,25.0,57.0,0
0,0,1,1,94.0,53.0,77.0,30.0,48.0,1
0,1,0,1,90.0,83.0,96.0,15.0,86.0,1
0,1,1,1,45.0,64.0,71.0,50.0,90.0,1
0,0,0,1,75.0,28.0,69.0,24.0,55.0,0
0,1,0,0,41.0,38.0,35.0,12.0,48.0,0
0,0,0,1,38.0,11.0,49.0,52.0,56.0,0
0,0,0,1,50.0,45.0,40.0,56.0,64.0,0
1,0,0,1,45.0,28.0,56.0,23.0,35.0,0
1,1,0,0,61.0,16.0,50.0,75.0,50.0,0
0,1,0,1,60.0,35.0,42.0,38.0,53.0,0
1,1,0,1,42.0,88.0,64.0,13.0,69.0,1
0,0,1,1,66.0,47.0,76.0,35.0,84.0,1
1,1,0,1,32.0,12.0,57.0,21.0,81.0,0
1,0,0,0,85.0,89.0,50.0,11.0,62.0,1
0,1,0,1,85.0,75.0,47.0,26.0,75.0,1
1,0,0,1,35.0,80.0,60.0,44.0,34.0,0
1,0,1,1,92.0,52.0,89.0,19.0,67.0,1
1,0,0,1,47.0,71.0,66.0,95.0,68.0,0
1,1,0,0,96.0,80.0,50.0,52.0,63.0,1
1,0,0,1,54.0,33.0,43.0,30.0,29.0,0
0,1,0,1,60.0,48.0,89.0,24.0,39.0,0
1,0,1,1,96.0,77.0,52.0,44.0,89.0,1
0,1,0,1,50.0,53.0,58.0,94.0,27.0,0
1,1,1,1,51.0,14.0,76.0,94.0,64.0,1
1,1,0,1,73.0,64.0,59.0,94.0,53.0,1
1,0,0,0,91.0,39.0,67.0,69.0,70.0,0
1,0,1,1,78.0,38.0,56.0,53.0,23.0,1
0,0,0,1,60.0,35.0,44.0,14.0,58.0,0
0,1,0,1,85.0,92.0,88.0,82.0,43.0,1
0,0,0,1,73.0,35.0,32.0,27.0,74.0,0
0,0,0,1,59.0,46.0,39.0,30.0,45.0,0
1,0,0,1,47.0,62.0,46.0,81.0,44.0,0
0,0,0,1,56.0,39.0,40.0,83.0,55.0,0
0,1,0,0,84.0,12.0,77.0,60.0,90.0,0
1,0,0,1,93.0,52.0,34.0,50.0,93.0,1
1,1,0,0,74.0,16.0,98.0,33.0,77.0,1
1,0,0,1,23.0,58.0,93.0,33.0,31.0,0
1,0,0,0,29.0,82.0,43.0,47.0,20.0,0
0,0,0,1,66.0,50.0,79.0,53.0,69.0,0
0,0,1,1,94.0,86.0,55.0,66.0,44.0,1
1,0,0,1,33.0,88.0,98.0,68.0,99.0,1
1,1,1,1,57.0,63.0,36.0,43.0,24.0,1
0,0,0,1,31.0,78.0,45.0,84.0,87.0,0
1,1,0,0,64.0,36.0,84.0,91.0,25.0,0
0,0,0,1,36.0,17.0,85.0,32.0,45.0,0
0,0,0,1,99.0,41.0,33.0,95.0,74.0,0
1,1,0,0,54.0,93.0,77.0,52.0,58.0,1
1,0,0,1,85.0,73.0,46.0,91.0,28.0,0
1,0,0,1,94.0,19.0,65.0,49.0,64.0,0
0,0,1,1,60.0,22.0,99.0,56.0,33.0,0
1,0,0,0,86.0,72.0,67.0,50.0,74.0,1
0,1,0,1,48.0,44.0,91.0,56.0,28.0,0
0,0,1,0,37.0,70.0,77.0,29.0,34.0,0
1,1,0,0,39.0,63.0,39.0,86.0,56.0,0
1,1,0,1,33.0,17.0,65.0,74.0,69.0,0
1,0,0,1,53.0,38.0,58.0,77.0,91.0,0
1,1,1,1,68.0,50.0,33.0,33.0,40.0,1
1,0,1,0,73.0,39.0,73.0,45.0,76.0,1
1,1,0,1,50.0,95.0,85.0,54.0,38.0,1
0,0,0,1,77.0,30.0,71.0,11.0,77.0,0
1,1,1,1,61.0,85.0,42.0,37.0,25.0,1
0,0,0,1,77.0,20.0,75.0,35.0,23.0,0
0,0,0,0,49.0,11.0,62.0,32.0,62.0,0
1,1,0,1,44.0,59.0,50.0,88.0,61.0,0
1,1,0,1,82.0,50.0,86.0,45.0,22.0,1
0,0,0,0,38.0,75.0,98.0,15.0,20.0,0
0,0,0,0,91.0,12.0,99.0,44.0,74.0,0
1,1,0,0,27.0,89.0,96.0,47.0,34.0,1
0,1,0,0,22.0,60.0,77.0,44.0,66.0,0
1,1,1,1,86.0,77.0,62.0,83.0,65.0,1
1,1,0,1,36.0,96.0,65.0,62.0,77.0,1
1,1,0,0,33.0,93.0,62.0,47.0,90.0,1
1,1,0,0,28.0,34.0,60.0,68.0,58.0,0
1,0,0,1,81.0,39.0,50.0,52.0,22.0,0
0,0,0,1,40.0,91.0,56.0,13.0,49.0,0
1,1,0,1,95.0,20.0,91.0,14.0,54.0,1
1,1,1,1,56.0,26.0,55.0,77.0,76.0,1
0,0,1,1,30.0,35.0,95.0,54.0,48.0,0
1,0,0,0,39.0,32.0,41.0,89.0,69.0,0
1,1,0,0,54.0,65.0,51.0,34.0,81.0,1
1,0,0,1,72.0,61.0,46.0,87.0,71.0,0
1,0,1,1,66.0,57.0,36.0,20.0,33.0,1
1,0,1,1,94.0,29.0,97.0,38.0,54.0,1
1,0,0,1,71.0,11.0,66.0,43.0,47.0,0
1,0,0,1,27.0,97.0,67.0,95.0,77.0,0
1,0,1,0,23.0,40.0,40.0,23.0,49.0,0
1,0,0,1,46.0,36.0,30.0,33.0,26.0,0
1,1,0,0,63.0,11.0,54.0,68.0,58.0,0
1,0,0,0,59.0,87.0,71.0,48.0,88.0,1
0,1,0,1,66.0,13.0,81.0,35.0,54.0,0
1,1,1,1,63.0,22.0,53.0,52.0,71.0,1
1,0,1,1,67.0,44.0,82.0,45.0,33.0,1
0,1,0,1,71.0,81.0,85.0,48.0,82.0,1
1,0,0,0,87.0,75.0,92.0,70.0,55.0,1
0,1,0,0,30.0,15.0,37.0,25.0,43.0,0
0,0,0,1,96.0,40.0,88.0,68.0,59.0,0
1,1,0,1,92.0,19.0,74.0,15.0,48.0,1
0,1,0,1,23.0,30.0,56.0,65.0,72.0,0
1,0,0,1,95.0,83.0,81.0,17.0,41.0,1
1,0,0,1,92.0,32.0,47.0,36.0,91.0,1
1,1,0,1,96.0,12.0,45.0,80.0,34.0,0
0,1,0,0,67.0,41.0,95.0,36.0,88.0,1
0,0,0,1,45.0,29.0,34.0,98.0,83.0,0
1,1,0,1,96.0,83.0,32.0,55.0,23.0,1
1,0,1,0,58.0,38.0,99.0,50.0,94.0,1
1,1,0,1,77.0,61.0,36.0,88.0,37.0,0
0,0,0,1,38.0,55.0,79.0,34.0,61.0,0
1,1,1,1,96.0,43.0,43.0,95.0,49.0,1
1,0,1,0,96.0,93.0,67.0,27.0,34.0,1
1,0,0,1,77.0,70.0,76.0,21.0,89.0,1
0,0,1,0,47.0,81.0,62.0,96.0,74.0,0
1,0,0,1,85.0,80.0,72.0,60.0,72.0,1
1,0,0,0,29.0,79.0,58.0,48.0,35.0,0
1,0,0,0,96.0,20.0,86.0,98.0,92.0,0
0,1,0,1,77.0,91.0,34.0,19.0,53.0,1
1,0,0,1,92.0,98.0,89.0,83.0,46.0,1
1,0,0,0,33.0,72.0,99.0,86.0,32.0,0
0,0,0,0,34.0,30.0,31.0,63.0,46.0,0
1,0,0,1,52.0,12.0,99.0,38.0,92.0,1
1,0,0,1,36.0,91.0,72.0,50.0,88.0,1
0,0,0,1,43.0,97.0,33.0,18.0,50.0,0
0,0,0,0,49.0,19.0,85.0,72.0,22.0,0
1,0,1,1,81.0,36.0,88.0,86.0,49.0,1
0,0,1,0,32.0,21.0,38.0,46.0,40.0,0
1,0,1,0,81.0,16.0,32.0,23.0,25.0,0
0,0,0,1,66.0,26.0,77.0,82.0,51.0,0
1,0,1,1,35.0,74.0,72.0,81.0,61.0,1
0,1,0,1,85.0,73.0,30.0,48.0,81.0,1
1,0,0,1,62.0,35.0,86.0,49.0,51.0,0
1,1,0,1,27.0,24.0,82.0,63.0,58.0,0
1,0,0,1,22.0,42.0,45.0,12.0,83.0,0
1,1,0,1,31.0,71.0,80.0,64.0,49.0,1
0,1,0,0,35.0,56.0,84.0,42.0,82.0,0
1,0,1,0,97.0,44.0,30.0,80.0,50.0,0
0,1,0,1,99.0,74.0,57.0,28.0,59.0,1
0,0,0,1,78.0,81.0,82.0,43.0,52.0,0
0,0,1,0,68.0,85.0,87.0,87.0,82.0,1
1,1,0,1,82.0,92.0,89.0,59.0,44.0,1
1,1,0,0,81.0,34.0,88.0,56.0,55.0,1
1,0,0,1,68.0,66.0,51.0,55.0,43.0,0
1,0,0,0,70.0,41.0,37.0,65.0,77.0,0
0,0,0,1,52.0,72.0,78.0,66.0,58.0,0
1,0,0,1,49.0,21.0,71.0,92.0,65.0,0
1,1,0,0,78.0,72.0,56.0,60.0,96.0,1
1,0,0,1,95.0,86.0,68.0,63.0,29.0,1
0,0,0,1,34.0,10.0,54.0,99.0,51.0,0
1,0,0,1,42.0,60.0,67.0,90.0,55.0,0
1,0,0,1,97.0,79.0,53.0,37.0,47.0,1
0,0,1,1,64.0,17.0,53.0,28.0,35.0,0
0,1,0,0,81.0,77.0,89.0,36.0,35.0,0
1,1,0,1,98.0,14.0,79.0,57.0,37.0,1
1,1,0,0,90.0,98.0,95.0,28.0,27.0,1
0,0,0,0,34.0,95.0,43.0,60.0,99.0,0
1,1,0,0,65.0,48.0,82.0,16.0,94.0,1
0,1,0,1,83.0,32.0,61.0,38.0,89.0,1
1,1,1,1,65.0,77.0,77.0,52.0,20.0,1
1,0,1,0,75.0,61.0,68.0,78.0,81.0,1
1,0,0,0,63.0,13.0,69.0,67.0,95.0,0
1,0,1,1,94.0,56.0,71.0,17.0,57.0,1
0,0,0,0,48.0,30.0,37.0,51.0,64.0,0
0,0,0,0,81.0,65.0,55.0,85.0,77.0,0
1,0,0,0,71.0,75.0,41.0,51.0,20.0,0
1,0,0,1,73.0,68.0,72.0,22.0,51.0,1
1,1,1,1,76.0,16.0,80.0,35.0,27.0,1
0,0,0,1,85.0,58.0,92.0,27.0,59.0,1
0,0,0,1,41.0,25.0,78.0,51.0,75.0,0
0,1,1,1,39.0,26.0,56.0,60.0,82.0,0
1,1,0,1,52.0,93.0,38.0,93.0,93.0,1
0,1,0,1,91.0,96.0,68.0,25.0,93.0,1
1,1,0,1,44.0,84.0,94.0,12.0,55.0,1
1,0,1,0,65.0,43.0,36.0,88.0,76.0,0
1,1,1,0,92.0,42.0,96.0,54.0,93.0,1
0,0,0,1,76.0,35.0,39.0,31.0,64.0,0
1,0,0,1,24.0,75.0,82.0,32.0,98.0,1
1,0,0,1,74.0,72.0,86.0,68.0,99.0,1
1,0,1,1,80.0,96.0,56.0,71.0,21.0,1
1,0,0,1,27.0,50.0,83.0,77.0,87.0,0
1,1,0,0,35.0,95.0,33.0,63.0,69.0,0
1,1,1,1,67.0,67.0,52.0,66.0,48.0,1
0,0,0,1,80.0,88.0,77.0,32.0,29.0,0
0,0,0,1,34.0,19.0,71.0,69.0,46.0,0
1,1,0,1,84.0,24.0,32.0,82.0,34.0,0
1,1,1,1,41.0,51.0,32.0,97.0,79.0,1
1,0,0,0,22.0,66.0,57.0,94.0,50.0,0
1,1,0,1,73.0,96.0,92.0,64.0,40.0,1
0,0,0,0,33.0,26.0,60.0,89.0,79.0,0
0,0,0,1,55.0,69.0,39.0,72.0,77.0,0
1,1,0,1,86.0,18.0,78.0,65.0,60.0,1
1,0,0,1,29.0,45.0,50.0,64.0,65.0,0
0,0,1,1,68.0,82.0,82.0,34.0,64.0,1
1,1,0,1,84.0,89.0,83.0,35.0,45.0,1
0,1,0,1,76.0,45.0,86.0,58.0,70.0,1
1,0,0,1,46.0,57.0,49.0,72.0,55.0,0
0,0,0,1,94.0,60.0,78.0,54.0,71.0,0
1,0,1,1,24.0,79.0,36.0,82.0,70.0,0
0,1,0,1,90.0,83.0,58.0,88.0,22.0,0
1,0,0,0,76.0,89.0,77.0,48.0,33.0,0
0,0,0,1,34.0,77.0,42.0,74.0,68.0,0
0,1,0,1,95.0,31.0,32.0,78.0,96.0,0
0,0,0,0,49.0,86.0,31.0,65.0,20.0,0
1,0,0,0,39.0,89.0,45.0,18.0,76.0,0
1,0,1,0,56.0,15.0,35.0,79.0,36.0,0
0,1,1,1,22.0,35.0,74.0,37.0,69.0,1
1,0,0,1,92.0,84.0,34.0,54.0,33.0,0
1,0,1,1,60.0,97.0,85.0,35.0,78.0,1
1,1,0,0,58.0,12.0,61.0,37.0,22.0,0
0,0,0,1,45.0,61.0,78.0,49.0,59.0,0
1,0,0,0,21.0,83.0,42.0,24.0,85.0,0
0,0,0,1,42.0,69.0,59.0,15.0,53.0,0
0,0,0,1,42.0,72.0,54.0,36.0,28.0,0
1,0,0,0,35.0,74.0,89.0,47.0,40.0,0
0,0,0,1,28.0,61.0,88.0,77.0,44.0,0
1,0,0,0,32.0,99.0,57.0,84.0,63.0,0
1,0,0,1,47.0,85.0,87.0,94.0,44.0,0
1,1,1,1,46.0,23.0,49.0,73.0,28.0,0
1,1,0,1,70.0,98.0,63.0,39.0,81.0,1
0,1,0,0,83.0,81.0,34.0,91.0,45.0,0
0,1,0,0,71.0,77.0,89.0,12.0,76.0,1
1,0,0,1,57.0,37.0,72.0,71.0,56.0,0
0,1,1,0,84.0,80.0,86.0,21.0,35.0,1
0,0,0,1,37.0,19.0,86.0,39.0,56.0,0
0,1,0,1,82.0,66.0,83.0,94.0,95.0,1
0,1,1,0,70.0,75.0,74.0,47.0,43.0,1
0,1,0,0,28.0,99.0,66.0,94.0,45.0,0
0,1,0,1,32.0,59.0,77.0,69.0,39.0,0
1,0,0,1,59.0,23.0,83.0,47.0,28.0,0
1,0,1,1,74.0,25.0,77.0,24.0,48.0,1
1,0,0,1,98.0,63.0,35.0,27.0,50.0,1
0,0,0,1,62.0,52.0,63.0,61.0,38.0,0
0,0,0,0,63.0,51.0,92.0,38.0,39.0,0
0,1,0,1,87.0,90.0,77.0,69.0,46.0,1
1,1,0,1,52.0,31.0,52.0,30.0,63.0,1
1,0,0,0,43.0,77.0,42.0,26.0,54.0,0
0,1,0,0,55.0,28.0,76.0,27.0,90.0,0
1,1,1,0,29.0,75.0,73.0,66.0,41.0,1
0,1,1,0,39.0,48.0,61.0,46.0,93.0,1
1,1,0,1,94.0,82.0,55.0,69.0,34.0,1
1,0,1,1,31.0,28.0,82.0,47.0,32.0,0
1,1,0,0,81.0,25.0,43.0,21.0,23.0,0
1,1,0,1,37.0,63.0,81.0,84.0,75.0,1
1,0,0,1,82.0,34.0,65.0,93.0,42.0,0
0,0,1,1,44.0,27.0,37.0,82.0,53.0,0
1,1,1,1,31.0,32.0,69.0,10.0,36.0,1
0,0,0,0,40.0,94.0,51.0,67.0,47.0,0
1,1,1,1,44.0,20.0,45.0,12.0,33.0,1
1,1,0,1,30.0,48.0,89.0,72.0,53.0,0
1,0,1,0,83.0,77.0,89.0,30.0,94.0,1
1,0,1,0,92.0,34.0,39.0,32.0,76.0,1
1,1,0,0,69.0,72.0,54.0,18.0,96.0,1
1,0,1,0,81.0,39.0,60.0,92.0,74.0,1
1,0,0,1,68.0,54.0,50.0,64.0,85.0,0
0,0,0,1,33.0,99.0,62.0,28.0,56.0,0
0,0,0,1,20.0,70.0,60.0,71.0,87.0,0
0,1,0,1,44.0,60.0,50.0,96.0,95.0,0
0,0,1,1,78.0,18.0,65.0,48.0,45.0,0
1,1,0,1,91.0,85.0,94.0,85.0,80.0,1
0,0,0,1,88.0,11.0,33.0,36.0,86.0,0
1,0,1,0,24.0,14.0,97.0,55.0,93.0,1
0,1,1,1,38.0,71.0,33.0,43.0,71.0,1
0,1,0,1,42.0,78.0,38.0,42.0,37.0,0
1,0,1,0,28.0,61.0,59.0,59.0,72.0,0
1,0,0,1,69.0,95.0,74.0,29.0,82.0,1
1,0,1,1,35.0,14.0,33.0,49.0,72.0,0
1,0,0,1,52.0,68.0,98.0,67.0,46.0,1
1,1,0,1,21.0,77.0,52.0,40.0,50.0,0
0,0,0,1,33.0,18.0,45.0,47.0,20.0,0
1,0,0,1,20.0,31.0,51.0,95.0,25.0,0
1,0,0,1,77.0,36.0,77.0,54.0,30.0,0
1,1,0,1,35.0,19.0,91.0,50.0,53.0,0
0,1,0,1,98.0,89.0,89.0,18.0,82.0,1
1,0,1,1,66.0,70.0,34.0,18.0,72.0,1
0,1,0,1,63.0,60.0,36.0,72.0,37.0,0
0,0,0,1,99.0,19.0,80.0,88.0,40.0,0
0,0,0,1,33.0,15.0,94.0,86.0,38.0,0
1,1,0,0,43.0,71.0,38.0,31.0,23.0,0
1,1,1,0,74.0,14.0,74.0,25.0,96.0,1
1,1,1,0,34.0,79.0,76.0,41.0,48.0,1
1,0,0,1,91.0,72.0,96.0,75.0,44.0,1
1,0,0,0,53.0,65.0,53.0,99.0,75.0,0
0,1,1,0,21.0,68.0,39.0,23.0,96.0,0
0,0,0,1,46.0,72.0,77.0,47.0,82.0,0
1,0,1,1,93.0,98.0,64.0,17.0,46.0,1
0,0,0,1,91.0,68.0,83.0,30.0,79.0,1
1,1,1,0,42.0,60.0,45.0,65.0,68.0,1
1,0,0,1,87.0,59.0,82.0,55.0,84.0,1
1,0,0,1,33.0,13.0,69.0,52.0,57.0,0
1,1,1,1,82.0,57.0,49.0,55.0,71.0,1
1,0,0,1,84.0,41.0,98.0,57.0,20.0,0
1,0,0,1,87.0,60.0,74.0,79.0,59.0,1
1,0,0,0,82.0,61.0,35.0,93.0,40.0,0
1,0,0,0,83.0,83.0,98.0,40.0,34.0,1
0,0,0,0,51.0,43.0,78.0,42.0,69.0,0
1,0,0,1,98.0,45.0,68.0,53.0,67.0,1
1,1,0,1,32.0,79.0,31.0,80.0,51.0,0
0,0,0,1,85.0,52.0,68.0,17.0,68.0,0
1,1,1,0,38.0,25.0,50.0,82.0,87.0,0
1,0,0,1,43.0,68.0,69.0,11.0,64.0,1
1,0,0,1,30.0,62.0,83.0,26.0,51.0,0
0,0,0,1,78.0,28.0,41.0,61.0,23.0,0
1,0,0,1,34.0,98.0,66.0,54.0,84.0,1
1,1,0,0,29.0,50.0,67.0,46.0,90.0,0
0,0,0,1,60.0,90.0,44.0,51.0,92.0,0
0,0,0,1,46.0,56.0,36.0,53.0,84.0,0
1,1,0,0,79.0,63.0,79.0,90.0,99.0,1
0,1,0,0,92.0,64.0,94.0,47.0,37.0,0
1,1,0,1,71.0,28.0,96.0,15.0,73.0,1
1,0,0,1,47.0,71.0,73.0,77.0,66.0,0
0,1,0,1,84.0,68.0,60.0,60.0,25.0,0
1,0,0,0,36.0,74.0,72.0,44.0,85.0,0
1,0,0,1,63.0,77.0,77.0,67.0,28.0,0
1,0,1,1,29.0,37.0,90.0,66.0,87.0,1
0,0,0,1,82.0,27.0,39.0,82.0,42.0,0
1,0,0,1,66.0,35.0,58.0,15.0,62.0,0
0,0,0,0,57.0,28.0,77.0,22.0,70.0,0
0,1,0,1,89.0,64.0,91.0,68.0,91.0,1
1,0,0,1,95.0,66.0,42.0,95.0,44.0,0
0,0,0,1,72.0,15.0,73.0,39.0,99.0,0
1,0,1,1,97.0,10.0,76.0,11.0,54.0,1
0,1,0,1,63.0,17.0,93.0,67.0,36.0,0
1,0,1,1,93.0,60.0,82.0,45.0,37.0,1
0,0,0,1,73.0,94.0,73.0,81.0,46.0,0
1,1,0,1,39.0,97.0,57.0,54.0,34.0,1
1,1,0,1,98.0,34.0,31.0,18.0,88.0,1
0,0,0,1,50.0,56.0,86.0,74.0,99.0,0
